Season,Matchday,Date,Home_Team,Home_Rank,Away_Team,Away_Rank,Score,Attendance
2013,9,11/11/2013 ,Maccabi Tel Aviv,1,Maccabi Petah Tikva,1,2:2,11500
2013,9,11/11/2013 ,Maccabi Haifa,10,Beitar Jerusalem,10,2:0,11500
2013,10,23/11/2013 ,Maccabi Petah Tikva,12,Ihud Bnei Sakhnin,12,1:3,1000
2013,10,23/11/2013 ,Hapoel Haifa,3,Maccabi Tel Aviv,3,1:3,7000
2013,10,23/11/2013 ,Hapoel Acre,11,Bnei Yehuda Tel Aviv,11,3:2,2000
2013,10,23/11/2013 ,Hapoel Raanana,5,FC Ashdod,5,3:0,300
2013,10,23/11/2013 ,Beitar Jerusalem,6,Ironi Kiryat Shmona,6,1:4,7000
2013,10,24/11/2013 ,Hapoel Tel Aviv,4,Maccabi Haifa,4,2:4,13200
2013,10,25/11/2013 ,Hapoel Beer Sheva,2,Hapoel Ramat haSharon,2,0:0,6500
2013,11,30/11/2013 ,Ihud Bnei Sakhnin,4,Hapoel Haifa,4,2:0,3000
2013,11,30/11/2013 ,Hapoel Ramat haSharon,14,Bnei Yehuda Tel Aviv,14,1:0,600
2013,11,30/11/2013 ,Hapoel Beer Sheva,2,Maccabi Petah Tikva,2,3:0,7000
2013,11,30/11/2013 ,Ironi Kiryat Shmona,7,Hapoel Tel Aviv,7,2:2,3000
2013,11,30/11/2013 ,FC Ashdod,11,Beitar Jerusalem,11,1:0,4000
2013,11,02/12/2013 ,Maccabi Haifa,8,Hapoel Acre,8,2:1,9500
2013,11,02/12/2013 ,Maccabi Tel Aviv,1,Hapoel Raanana,1,3:1,12260
2013,12,07/12/2013 ,Hapoel Haifa,8,Hapoel Beer Sheva,8,1:3,4000
2013,12,07/12/2013 ,Hapoel Ramat haSharon,13,Maccabi Petah Tikva,13,2:0,300
2013,12,07/12/2013 ,Hapoel Acre,11,Ironi Kiryat Shmona,11,2:1,1500
2013,12,07/12/2013 ,Hapoel Raanana,5,Ihud Bnei Sakhnin,5,0:1,900
2013,12,07/12/2013 ,Bnei Yehuda Tel Aviv,14,Maccabi Haifa,14,0:2,5000
2013,12,08/12/2013 ,Beitar Jerusalem,10,Maccabi Tel Aviv,10,1:2,18940
2013,12,09/12/2013 ,Hapoel Tel Aviv,6,FC Ashdod,6,2:1,12000
2013,13,14/12/2013 ,FC Ashdod,10,Hapoel Acre,10,0:0,450
2013,13,14/12/2013 ,Maccabi Petah Tikva,13,Hapoel Haifa,13,1:1,500
2013,13,14/12/2013 ,Hapoel Beer Sheva,2,Hapoel Raanana,2,0:0,2500
2013,13,16/12/2013 ,Maccabi Haifa,4,Hapoel Ramat haSharon,4,1:1,7000
2013,13,16/12/2013 ,Maccabi Tel Aviv,1,Hapoel Tel Aviv,1,1:0,13670
2013,13,17/12/2013 ,Ironi Kiryat Shmona,7,Bnei Yehuda Tel Aviv,7,2:1,300
2013,13,17/12/2013 ,Ihud Bnei Sakhnin,3,Beitar Jerusalem,3,0:0,6000
2013,14,21/12/2013 ,Hapoel Haifa,8,Hapoel Ramat haSharon,8,3:0,3000
2013,14,21/12/2013 ,FC Ashdod,10,Bnei Yehuda Tel Aviv,10,1:0,1500
2013,14,21/12/2013 ,Maccabi Petah Tikva,13,Hapoel Raanana,13,1:0,1200
2013,14,21/12/2013 ,Ihud Bnei Sakhnin,3,Hapoel Tel Aviv,3,4:0,5000
2013,14,21/12/2013 ,Maccabi Tel Aviv,1,Hapoel Acre,1,5:0,12020
2013,14,22/12/2013 ,Ironi Kiryat Shmona,6,Maccabi Haifa,6,2:1,3000
2013,14,23/12/2013 ,Hapoel Beer Sheva,2,Beitar Jerusalem,2,2:0,8000
2013,15,28/12/2013 ,Hapoel Acre,10,Ihud Bnei Sakhnin,10,0:2,4500
2013,15,28/12/2013 ,Hapoel Ramat haSharon,13,Ironi Kiryat Shmona,13,0:2,250
2013,15,28/12/2013 ,Hapoel Raanana,9,Hapoel Haifa,9,0:2,1200
2013,15,28/12/2013 ,Maccabi Haifa,5,FC Ashdod,5,2:1,9000
2013,15,28/12/2013 ,Bnei Yehuda Tel Aviv,14,Maccabi Tel Aviv,14,0:2,9000
2013,15,29/12/2013 ,Beitar Jerusalem,11,Maccabi Petah Tikva,11,1:0,4500
2013,15,30/12/2013 ,Hapoel Tel Aviv,7,Hapoel Beer Sheva,7,1:3,9500
2013,16,04/01/2014 ,Maccabi Petah Tikva,12,Hapoel Tel Aviv,12,0:2,3600
2013,16,04/01/2014 ,Ihud Bnei Sakhnin,3,Bnei Yehuda Tel Aviv,3,0:1,4000
2013,16,04/01/2014 ,FC Ashdod,8,Ironi Kiryat Shmona,8,2:1,1500
2013,16,04/01/2014 ,Hapoel Raanana,9,Hapoel Ramat haSharon,9,1:2,450
2013,16,04/01/2014 ,Hapoel Beer Sheva,2,Hapoel Acre,2,1:1,6000
2013,16,05/01/2014 ,Hapoel Haifa,6,Beitar Jerusalem,6,2:2,6000
2013,16,06/01/2014 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,3:1,13620
2013,18,18/01/2014 ,Maccabi Tel Aviv,1,FC Ashdod,1,2:0,13500
2013,18,18/01/2014 ,Ihud Bnei Sakhnin,3,Ironi Kiryat Shmona,3,1:1,3000
2013,18,18/01/2014 ,Hapoel Haifa,8,Hapoel Acre,8,0:0,2500
2013,18,18/01/2014 ,Maccabi Petah Tikva,12,Bnei Yehuda Tel Aviv,12,2:2,3200
2013,18,18/01/2014 ,Hapoel Raanana,10,Hapoel Tel Aviv,10,1:4,3000
2013,18,19/01/2014 ,Beitar Jerusalem,9,Hapoel Ramat haSharon,9,0:1,7100
2013,18,20/01/2014 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,3:1,11000
2013,19,25/01/2014 ,Ironi Kiryat Shmona,4,Hapoel Beer Sheva,4,0:1,3500
2013,19,25/01/2014 ,FC Ashdod,7,Ihud Bnei Sakhnin,7,0:0,2000
2013,19,25/01/2014 ,Hapoel Acre,11,Hapoel Raanana,11,0:0,1000
2013,19,25/01/2014 ,Maccabi Haifa,6,Maccabi Petah Tikva,6,1:0,8000
2013,19,25/01/2014 ,Bnei Yehuda Tel Aviv,14,Hapoel Haifa,14,2:2,6000
2013,19,25/01/2014 ,Hapoel Ramat haSharon,12,Maccabi Tel Aviv,12,0:3,3700
2013,19,26/01/2014 ,Hapoel Tel Aviv,5,Beitar Jerusalem,5,3:1,11000
2013,20,01/02/2014 ,Hapoel Tel Aviv,3,Hapoel Ramat haSharon,3,3:0,7000
2013,20,01/02/2014 ,Maccabi Petah Tikva,13,Ironi Kiryat Shmona,13,3:3,1000
2013,20,01/02/2014 ,Hapoel Raanana,9,Bnei Yehuda Tel Aviv,9,0:2,1000
2013,20,01/02/2014 ,Hapoel Beer Sheva,2,FC Ashdod,2,2:0,7000
2013,20,01/02/2014 ,Hapoel Haifa,8,Maccabi Haifa,8,0:1,8000
2013,20,02/02/2014 ,Ihud Bnei Sakhnin,4,Maccabi Tel Aviv,4,0:2,6300
2013,20,03/02/2014 ,Beitar Jerusalem,10,Hapoel Acre,10,1:0,4000
2013,21,08/02/2014 ,FC Ashdod,8,Maccabi Petah Tikva,8,2:0,1000
2013,21,08/02/2014 ,Hapoel Ramat haSharon,13,Ihud Bnei Sakhnin,13,0:1,350
2013,21,08/02/2014 ,Ironi Kiryat Shmona,6,Hapoel Haifa,6,2:0,1300
2013,21,08/02/2014 ,Maccabi Haifa,4,Hapoel Raanana,4,3:1,7200
2013,21,08/02/2014 ,Bnei Yehuda Tel Aviv,14,Beitar Jerusalem,14,0:0,8800
2013,21,09/02/2014 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,3:1,14000
2013,21,10/02/2014 ,Hapoel Acre,11,Hapoel Tel Aviv,11,2:1,3000
2013,22,15/02/2014 ,Hapoel Tel Aviv,4,Bnei Yehuda Tel Aviv,4,2:2,8800
2013,22,15/02/2014 ,Hapoel Acre,10,Hapoel Ramat haSharon,10,4:3,0
2013,22,15/02/2014 ,Hapoel Haifa,8,FC Ashdod,8,1:1,1500
2013,22,15/02/2014 ,Hapoel Raanana,11,Ironi Kiryat Shmona,11,0:2,300
2013,22,15/02/2014 ,Maccabi Petah Tikva,12,Maccabi Tel Aviv,12,0:2,6500
2013,22,16/02/2014 ,Beitar Jerusalem,9,Maccabi Haifa,9,1:0,12000
2013,22,17/02/2014 ,Hapoel Beer Sheva,2,Ihud Bnei Sakhnin,2,2:1,7500
2013,23,22/02/2014 ,Hapoel Ramat haSharon,13,Hapoel Beer Sheva,13,0:4,3000
2013,23,22/02/2014 ,Ihud Bnei Sakhnin,6,Maccabi Petah Tikva,6,0:2,3000
2013,23,22/02/2014 ,FC Ashdod,7,Hapoel Raanana,7,1:2,1200
2013,23,22/02/2014 ,Bnei Yehuda Tel Aviv,14,Hapoel Acre,14,1:0,3000
2013,23,22/02/2014 ,Ironi Kiryat Shmona,3,Beitar Jerusalem,3,1:0,3500
2013,23,23/02/2014 ,Maccabi Tel Aviv,1,Hapoel Haifa,1,2:2,10000
2013,23,24/02/2014 ,Maccabi Haifa,4,Hapoel Tel Aviv,4,3:1,12500
2013,24,01/03/2014 ,Hapoel Tel Aviv,5,Ironi Kiryat Shmona,5,1:1,9500
2013,24,01/03/2014 ,Maccabi Petah Tikva,12,Hapoel Beer Sheva,12,1:3,5000
2013,24,01/03/2014 ,Hapoel Acre,10,Maccabi Haifa,10,1:1,5000
2013,24,01/03/2014 ,Bnei Yehuda Tel Aviv,13,Hapoel Ramat haSharon,13,0:1,5000
2013,24,01/03/2014 ,Beitar Jerusalem,9,FC Ashdod,9,2:0,4500
2013,24,02/03/2014 ,Hapoel Raanana,11,Maccabi Tel Aviv,11,0:2,4600
2013,24,03/03/2014 ,Hapoel Haifa,8,Ihud Bnei Sakhnin,8,2:0,1750
2013,25,08/03/2014 ,FC Ashdod,9,Hapoel Tel Aviv,9,4:5,3000
2013,25,08/03/2014 ,Ironi Kiryat Shmona,3,Hapoel Acre,3,2:0,1000
2013,25,08/03/2014 ,Maccabi Petah Tikva,12,Hapoel Ramat haSharon,12,3:3,2000
2013,25,08/03/2014 ,Ihud Bnei Sakhnin,6,Hapoel Raanana,6,2:0,3000
2013,25,08/03/2014 ,Hapoel Beer Sheva,2,Hapoel Haifa,2,1:0,7500
2013,25,09/03/2014 ,Maccabi Haifa,4,Bnei Yehuda Tel Aviv,4,2:2,7000
2013,25,10/03/2014 ,Maccabi Tel Aviv,1,Beitar Jerusalem,1,1:0,11500
2013,26,15/03/2014 ,Hapoel Raanana,11,Hapoel Beer Sheva,11,1:0,3000
2013,26,15/03/2014 ,Hapoel Haifa,7,Maccabi Petah Tikva,7,0:1,0
2013,26,15/03/2014 ,Hapoel Acre,10,FC Ashdod,10,1:1,0
2013,26,15/03/2014 ,Bnei Yehuda Tel Aviv,14,Ironi Kiryat Shmona,14,0:0,2500
2013,26,15/03/2014 ,Beitar Jerusalem,8,Ihud Bnei Sakhnin,8,0:1,0
2013,26,16/03/2014 ,Hapoel Ramat haSharon,13,Maccabi Haifa,13,1:2,1600
2013,26,17/03/2014 ,Hapoel Tel Aviv,5,Maccabi Tel Aviv,5,2:3,13893
2013,27,22/03/2014 ,Hapoel Beer Sheva,2,Ihud Bnei Sakhnin,2,2:0,6500
2013,27,22/03/2014 ,Ironi Kiryat Shmona,3,Maccabi Haifa,3,1:0,3000
2013,27,24/03/2014 ,Maccabi Tel Aviv,1,Hapoel Tel Aviv,1,0:0,12983
2013,28,29/03/2014 ,Ihud Bnei Sakhnin,6,Ironi Kiryat Shmona,6,1:4,0
2013,28,29/03/2014 ,Hapoel Tel Aviv,5,Maccabi Haifa,5,4:0,10000
2013,27,29/03/2014 ,FC Ashdod,2,Hapoel Ramat haSharon,2,0:1,0
2013,27,29/03/2014 ,Hapoel Acre,4,Hapoel Raanana,4,1:1,0
2013,27,29/03/2014 ,Hapoel Haifa,5,Bnei Yehuda Tel Aviv,5,0:1,1500
2013,27,30/03/2014 ,Beitar Jerusalem,1,Maccabi Petah Tikva,1,3:0,1500
2013,28,31/03/2014 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,2:0,13397
2013,29,05/04/2014 ,Maccabi Haifa,4,Ihud Bnei Sakhnin,4,1:2,6500
2013,29,05/04/2014 ,Hapoel Beer Sheva,2,Hapoel Tel Aviv,2,1:1,7000
2013,28,05/04/2014 ,FC Ashdod,2,Hapoel Haifa,2,4:1,0
2013,28,05/04/2014 ,Maccabi Petah Tikva,6,Hapoel Acre,6,0:0,0
2013,28,05/04/2014 ,Hapoel Ramat haSharon,8,Hapoel Raanana,8,0:0,0
2013,28,06/04/2014 ,Bnei Yehuda Tel Aviv,7,Beitar Jerusalem,7,1:0,4700
2013,29,07/04/2014 ,Ironi Kiryat Shmona,3,Maccabi Tel Aviv,3,2:2,4000
2013,30,12/04/2014 ,Hapoel Beer Sheva,2,Ironi Kiryat Shmona,2,0:2,4500
2013,30,12/04/2014 ,Hapoel Tel Aviv,4,Ihud Bnei Sakhnin,4,3:0,6015
2013,29,12/04/2014 ,Hapoel Haifa,3,Hapoel Ramat haSharon,3,0:1,0
2013,29,12/04/2014 ,Hapoel Acre,4,Bnei Yehuda Tel Aviv,4,1:1,2000
2013,29,12/04/2014 ,Hapoel Raanana,5,Maccabi Petah Tikva,5,4:2,0
2013,30,13/04/2014 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,1:0,12883
2013,29,13/04/2014 ,Beitar Jerusalem,2,FC Ashdod,2,1:0,1000
2013,31,19/04/2014 ,Ironi Kiryat Shmona,3,Hapoel Tel Aviv,3,1:1,0
2013,31,19/04/2014 ,Maccabi Haifa,5,Hapoel Beer Sheva,5,2:1,5000
2013,30,19/04/2014 ,FC Ashdod,2,Hapoel Acre,2,1:0,0
2013,30,19/04/2014 ,Bnei Yehuda Tel Aviv,6,Hapoel Raanana,6,1:3,0
2013,30,19/04/2014 ,Hapoel Ramat haSharon,7,Maccabi Petah Tikva,7,4:1,0
2013,31,20/04/2014 ,Ihud Bnei Sakhnin,6,Maccabi Tel Aviv,6,2:1,8500
2013,30,21/04/2014 ,Hapoel Haifa,4,Beitar Jerusalem,4,1:0,0
2013,32,26/04/2014 ,Ihud Bnei Sakhnin,6,Hapoel Beer Sheva,6,0:0,1000
2013,32,26/04/2014 ,Hapoel Tel Aviv,4,Maccabi Tel Aviv,4,3:1,11300
2013,31,26/04/2014 ,Beitar Jerusalem,2,Hapoel Ramat haSharon,2,4:0,800
2013,31,26/04/2014 ,Hapoel Acre,5,Hapoel Haifa,5,1:0,2000
2013,31,26/04/2014 ,Hapoel Raanana,3,FC Ashdod,3,1:1,0
2013,31,26/04/2014 ,Maccabi Petah Tikva,8,Bnei Yehuda Tel Aviv,8,1:0,3500
2013,32,28/04/2014 ,Maccabi Haifa,5,Ironi Kiryat Shmona,5,1:3,5500
2013,33,03/05/2014 ,Maccabi Haifa,5,Hapoel Tel Aviv,5,1:1,6500
2013,33,03/05/2014 ,Ironi Kiryat Shmona,3,Ihud Bnei Sakhnin,3,2:0,0
2013,33,03/05/2014 ,Hapoel Beer Sheva,2,Maccabi Tel Aviv,2,1:2,10500
2013,32,03/05/2014 ,Beitar Jerusalem,1,Hapoel Acre,1,0:2,850
2013,32,03/05/2014 ,FC Ashdod,2,Maccabi Petah Tikva,2,0:5,450
2013,32,03/05/2014 ,Hapoel Ramat haSharon,6,Bnei Yehuda Tel Aviv,6,0:1,4500
2013,32,03/05/2014 ,Hapoel Haifa,4,Hapoel Raanana,4,0:2,0
2013,34,10/05/2014 ,Hapoel Tel Aviv,4,Hapoel Beer Sheva,4,1:2,11000
2013,34,10/05/2014 ,Ihud Bnei Sakhnin,6,Maccabi Haifa,6,0:2,1500
2013,33,10/05/2014 ,Hapoel Acre,4,Hapoel Ramat haSharon,4,1:2,0
2013,33,10/05/2014 ,Hapoel Raanana,2,Beitar Jerusalem,2,0:2,0
2013,33,10/05/2014 ,Maccabi Petah Tikva,6,Hapoel Haifa,6,2:1,0
2013,33,10/05/2014 ,Bnei Yehuda Tel Aviv,7,FC Ashdod,7,1:1,10000
2013,34,11/05/2014 ,Maccabi Tel Aviv,1,Ironi Kiryat Shmona,1,3:1,12789
2013,35,13/05/2014 ,Ihud Bnei Sakhnin,6,Hapoel Tel Aviv,6,1:3,1000
2013,35,14/05/2014 ,Ironi Kiryat Shmona,3,Hapoel Beer Sheva,3,3:0,1500
2013,35,14/05/2014 ,Maccabi Haifa,5,Maccabi Tel Aviv,5,2:2,15000
2013,36,17/05/2014 ,Hapoel Tel Aviv,4,Ironi Kiryat Shmona,4,4:2,4000
2013,36,17/05/2014 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,1:1,3500
2013,36,17/05/2014 ,Maccabi Tel Aviv,1,Ihud Bnei Sakhnin,1,4:1,7826
2014,1,13/09/2014 ,Hapoel Tel Aviv,10,Maccabi Netanya,10,1:0,10000
2014,1,13/09/2014 ,Hapoel Raanana,7,Hapoel Petah Tikva,7,4:0,1500
2014,1,13/09/2014 ,Hapoel Acre,14,Hapoel Haifa,14,1:1,4000
2014,1,13/09/2014 ,FC Ashdod,11,Ironi Kiryat Shmona,11,0:0,3500
2014,1,13/09/2014 ,Hapoel Beer Sheva,2,Beitar Jerusalem,2,1:1,8600
2014,1,14/09/2014 ,Maccabi Petah Tikva,5,Maccabi Tel Aviv,5,0:3,4316
2014,1,15/09/2014 ,Maccabi Haifa,6,Ihud Bnei Sakhnin,6,4:2,30000
2014,2,20/09/2014 ,Hapoel Petah Tikva,14,Hapoel Beer Sheva,14,1:3,4000
2014,2,20/09/2014 ,Hapoel Haifa,8,FC Ashdod,8,0:2,0
2014,2,20/09/2014 ,Ihud Bnei Sakhnin,12,Hapoel Acre,12,1:1,1700
2014,2,20/09/2014 ,Maccabi Netanya,11,Maccabi Petah Tikva,11,4:4,0
2014,2,20/09/2014 ,Ironi Kiryat Shmona,9,Hapoel Tel Aviv,9,3:0,0
2014,2,21/09/2014 ,Maccabi Tel Aviv,3,Hapoel Raanana,3,2:0,11141
2014,2,22/09/2014 ,Beitar Jerusalem,6,Maccabi Haifa,6,1:0,19000
2014,3,27/09/2014 ,Hapoel Tel Aviv,11,Hapoel Haifa,11,3:0,0
2014,3,27/09/2014 ,Maccabi Petah Tikva,13,Hapoel Raanana,13,3:2,0
2014,3,27/09/2014 ,FC Ashdod,4,Ihud Bnei Sakhnin,4,2:2,5000
2014,3,27/09/2014 ,Maccabi Netanya,9,Ironi Kiryat Shmona,9,1:2,0
2014,3,27/09/2014 ,Hapoel Acre,8,Beitar Jerusalem,8,1:1,0
2014,3,28/09/2014 ,Maccabi Haifa,7,Hapoel Petah Tikva,7,3:1,23800
2014,3,29/09/2014 ,Hapoel Beer Sheva,3,Maccabi Tel Aviv,3,3:2,13000
2014,4,18/10/2014 ,Hapoel Haifa,13,Maccabi Netanya,13,3:2,0
2014,4,18/10/2014 ,Hapoel Raanana,9,Hapoel Beer Sheva,9,1:1,3000
2014,4,18/10/2014 ,Ironi Kiryat Shmona,1,Maccabi Petah Tikva,1,3:0,0
2014,4,18/10/2014 ,Hapoel Petah Tikva,14,Hapoel Acre,14,4:1,7150
2014,4,18/10/2014 ,Ihud Bnei Sakhnin,11,Hapoel Tel Aviv,11,1:1,0
2014,4,19/10/2014 ,Beitar Jerusalem,5,FC Ashdod,5,1:1,8500
2014,4,20/10/2014 ,Maccabi Tel Aviv,6,Maccabi Haifa,6,3:1,13680
2014,5,25/10/2014 ,Maccabi Petah Tikva,10,Hapoel Beer Sheva,10,0:4,3000
2014,5,25/10/2014 ,Maccabi Haifa,5,Hapoel Raanana,5,0:2,20500
2014,5,25/10/2014 ,FC Ashdod,4,Hapoel Petah Tikva,4,1:3,2500
2014,5,25/10/2014 ,Maccabi Netanya,14,Ihud Bnei Sakhnin,14,2:1,0
2014,5,25/10/2014 ,Ironi Kiryat Shmona,1,Hapoel Haifa,1,1:0,0
2014,5,26/10/2014 ,Hapoel Acre,12,Maccabi Tel Aviv,12,1:4,7000
2014,5,27/10/2014 ,Hapoel Tel Aviv,7,Beitar Jerusalem,7,0:2,0
2014,6,28/10/2014 ,Hapoel Haifa,11,Maccabi Petah Tikva,11,0:1,0
2014,6,28/10/2014 ,Ihud Bnei Sakhnin,13,Ironi Kiryat Shmona,13,1:4,700
2014,6,28/10/2014 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,2:0,10000
2014,6,29/10/2014 ,Hapoel Raanana,5,Hapoel Acre,5,0:2,350
2014,6,29/10/2014 ,Maccabi Tel Aviv,3,FC Ashdod,3,5:2,11322
2014,6,30/10/2014 ,Beitar Jerusalem,4,Maccabi Netanya,4,1:1,0
2014,6,30/10/2014 ,Hapoel Petah Tikva,8,Hapoel Tel Aviv,8,0:1,0
2014,7,01/11/2014 ,Maccabi Petah Tikva,7,Maccabi Haifa,7,1:0,5200
2014,7,01/11/2014 ,Hapoel Haifa,13,Ihud Bnei Sakhnin,13,0:3,0
2014,7,01/11/2014 ,FC Ashdod,9,Hapoel Raanana,9,1:2,0
2014,7,01/11/2014 ,Hapoel Acre,11,Hapoel Beer Sheva,11,1:1,2500
2014,7,02/11/2014 ,Maccabi Netanya,12,Hapoel Petah Tikva,12,3:1,0
2014,7,03/11/2014 ,Ironi Kiryat Shmona,1,Beitar Jerusalem,1,1:1,0
2014,7,03/11/2014 ,Hapoel Tel Aviv,5,Maccabi Tel Aviv,5,0:0,0
2014,8,08/11/2014 ,Maccabi Haifa,12,Hapoel Acre,12,1:0,20000
2014,8,08/11/2014 ,Hapoel Beer Sheva,2,FC Ashdod,2,2:1,7300
2014,8,08/11/2014 ,Hapoel Petah Tikva,13,Ironi Kiryat Shmona,13,1:3,1500
2014,8,08/11/2014 ,Beitar Jerusalem,4,Hapoel Haifa,4,0:1,0
2014,8,09/11/2014 ,Hapoel Raanana,5,Hapoel Tel Aviv,5,0:1,0
2014,8,09/11/2014 ,Maccabi Tel Aviv,3,Maccabi Netanya,3,3:1,12766
2014,8,11/11/2014 ,Ihud Bnei Sakhnin,10,Maccabi Petah Tikva,10,1:1,0
2014,9,22/11/2014 ,Hapoel Tel Aviv,4,Hapoel Beer Sheva,4,3:2,10000
2014,9,22/11/2014 ,Hapoel Haifa,12,Hapoel Petah Tikva,12,1:1,3000
2014,9,22/11/2014 ,Maccabi Petah Tikva,6,Hapoel Acre,6,0:0,0
2014,9,22/11/2014 ,Maccabi Netanya,9,Hapoel Raanana,9,1:0,0
2014,9,22/11/2014 ,FC Ashdod,13,Maccabi Haifa,13,1:0,3000
2014,9,23/11/2014 ,Ihud Bnei Sakhnin,10,Beitar Jerusalem,10,1:0,0
2014,9,24/11/2014 ,Ironi Kiryat Shmona,1,Maccabi Tel Aviv,1,2:1,5000
2014,10,29/11/2014 ,Hapoel Raanana,8,Ironi Kiryat Shmona,8,0:0,0
2014,10,29/11/2014 ,Hapoel Beer Sheva,2,Maccabi Netanya,2,4:0,7500
2014,10,29/11/2014 ,Hapoel Acre,12,FC Ashdod,12,0:1,0
2014,10,29/11/2014 ,Hapoel Petah Tikva,14,Ihud Bnei Sakhnin,14,2:1,0
2014,10,29/11/2014 ,Maccabi Tel Aviv,3,Hapoel Haifa,3,3:0,9896
2014,10,30/11/2014 ,Maccabi Haifa,11,Hapoel Tel Aviv,11,3:1,29000
2014,10,01/12/2014 ,Beitar Jerusalem,6,Maccabi Petah Tikva,6,2:3,5000
2014,11,02/12/2014 ,Hapoel Haifa,14,Hapoel Raanana,14,1:0,0
2014,11,02/12/2014 ,Ironi Kiryat Shmona,1,Hapoel Beer Sheva,1,1:1,2500
2014,11,03/12/2014 ,Maccabi Netanya,10,Maccabi Haifa,10,0:4,9200
2014,11,03/12/2014 ,Hapoel Tel Aviv,4,Hapoel Acre,4,1:3,0
2014,11,03/12/2014 ,Ihud Bnei Sakhnin,11,Maccabi Tel Aviv,11,1:3,3500
2014,11,04/12/2014 ,Maccabi Petah Tikva,5,FC Ashdod,5,1:1,1200
2014,11,04/12/2014 ,Beitar Jerusalem,9,Hapoel Petah Tikva,9,3:1,4000
2014,12,06/12/2014 ,Maccabi Haifa,5,Ironi Kiryat Shmona,5,1:3,28000
2014,12,06/12/2014 ,Hapoel Acre,10,Maccabi Netanya,10,1:2,0
2014,12,06/12/2014 ,Hapoel Raanana,9,Ihud Bnei Sakhnin,9,1:1,300
2014,12,06/12/2014 ,Hapoel Beer Sheva,3,Hapoel Haifa,3,4:0,8000
2014,12,07/12/2014 ,FC Ashdod,8,Hapoel Tel Aviv,8,3:1,0
2014,12,08/12/2014 ,Maccabi Petah Tikva,4,Hapoel Petah Tikva,4,1:2,0
2014,12,08/12/2014 ,Maccabi Tel Aviv,2,Beitar Jerusalem,2,1:1,26500
2014,13,13/12/2014 ,Maccabi Netanya,9,FC Ashdod,9,0:0,0
2014,13,13/12/2014 ,Hapoel Petah Tikva,10,Maccabi Tel Aviv,10,1:3,10000
2014,13,13/12/2014 ,Ironi Kiryat Shmona,1,Hapoel Acre,1,2:2,0
2014,13,13/12/2014 ,Ihud Bnei Sakhnin,12,Hapoel Beer Sheva,12,2:0,3500
2014,13,13/12/2014 ,Hapoel Tel Aviv,8,Maccabi Petah Tikva,8,1:2,0
2014,13,14/12/2014 ,Hapoel Haifa,14,Maccabi Haifa,14,0:4,22250
2014,13,15/12/2014 ,Beitar Jerusalem,6,Hapoel Raanana,6,0:0,6500
2014,14,20/12/2014 ,Hapoel Haifa,14,Hapoel Acre,14,1:0,0
2014,14,20/12/2014 ,Ironi Kiryat Shmona,1,FC Ashdod,1,1:0,0
2014,14,20/12/2014 ,Hapoel Petah Tikva,12,Hapoel Raanana,12,0:0,5000
2014,14,20/12/2014 ,Ihud Bnei Sakhnin,10,Maccabi Haifa,10,1:1,5000
2014,14,20/12/2014 ,Maccabi Netanya,9,Hapoel Tel Aviv,9,0:2,0
2014,14,21/12/2014 ,Maccabi Tel Aviv,2,Maccabi Petah Tikva,2,3:0,8732
2014,14,22/12/2014 ,Beitar Jerusalem,7,Hapoel Beer Sheva,7,0:3,12000
2014,15,27/12/2014 ,Hapoel Beer Sheva,3,Hapoel Petah Tikva,3,2:1,6500
2014,15,27/12/2014 ,Hapoel Acre,14,Ihud Bnei Sakhnin,14,1:3,3300
2014,15,27/12/2014 ,Maccabi Petah Tikva,5,Maccabi Netanya,5,0:1,0
2014,15,27/12/2014 ,FC Ashdod,7,Hapoel Haifa,7,0:1,0
2014,15,27/12/2014 ,Maccabi Haifa,4,Beitar Jerusalem,4,1:3,30000
2014,15,28/12/2014 ,Hapoel Raanana,11,Maccabi Tel Aviv,11,0:2,5000
2014,15,29/12/2014 ,Hapoel Tel Aviv,6,Ironi Kiryat Shmona,6,0:1,0
2014,16,03/01/2015 ,Hapoel Raanana,12,Maccabi Petah Tikva,12,0:0,200
2014,16,03/01/2015 ,Hapoel Haifa,11,Hapoel Tel Aviv,11,1:1,0
2014,16,03/01/2015 ,Ihud Bnei Sakhnin,7,FC Ashdod,7,2:3,0
2014,16,03/01/2015 ,Ironi Kiryat Shmona,1,Maccabi Netanya,1,3:1,0
2014,16,03/01/2015 ,Beitar Jerusalem,5,Hapoel Acre,5,4:0,0
2014,16,04/01/2015 ,Hapoel Petah Tikva,13,Maccabi Haifa,13,2:2,4000
2014,16,05/01/2015 ,Maccabi Tel Aviv,2,Hapoel Beer Sheva,2,0:0,13800
2014,17,10/01/2015 ,Hapoel Beer Sheva,3,Hapoel Raanana,3,0:1,4000
2014,17,10/01/2015 ,Hapoel Tel Aviv,8,Ihud Bnei Sakhnin,8,1:1,0
2014,17,10/01/2015 ,Maccabi Petah Tikva,7,Ironi Kiryat Shmona,7,3:0,0
