Season,Matchday,Date,Home_Team,Home_Rank,Away_Team,Away_Rank,Score,Attendance
2019,28,03/06/2020 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,2:0,0
2019,29,06/06/2020 ,Hapoel Beer Sheva,4,Hapoel Tel Aviv,4,0:0,0
2019,29,07/06/2020 ,Maccabi Haifa,2,Hapoel Haifa,2,2:2,0
2019,29,08/06/2020 ,Beitar Jerusalem,3,Maccabi Tel Aviv,3,0:0,0
2019,30,13/06/2020 ,Maccabi Haifa,2,Beitar Jerusalem,2,0:0,0
2019,30,14/06/2020 ,Hapoel Haifa,6,Hapoel Tel Aviv,6,4:0,0
2019,30,15/06/2020 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,1:1,0
2019,31,17/06/2020 ,Beitar Jerusalem,3,Hapoel Haifa,3,1:1,0
2019,31,20/06/2020 ,Hapoel Beer Sheva,4,Maccabi Haifa,4,0:1,0
2019,31,20/06/2020 ,Hapoel Tel Aviv,5,Maccabi Tel Aviv,5,0:2,0
2019,32,23/06/2020 ,Hapoel Beer Sheva,4,Beitar Jerusalem,4,2:2,0
2019,32,23/06/2020 ,Hapoel Haifa,6,Maccabi Tel Aviv,6,0:3,0
2019,32,23/06/2020 ,Hapoel Tel Aviv,5,Maccabi Haifa,5,1:3,0
2019,33,27/06/2020 ,Maccabi Haifa,2,Hapoel Beer Sheva,2,2:1,0
2019,33,27/06/2020 ,Maccabi Tel Aviv,1,Hapoel Tel Aviv,1,3:0,0
2019,33,28/06/2020 ,Hapoel Haifa,6,Beitar Jerusalem,6,0:0,0
2019,34,30/06/2020 ,Hapoel Tel Aviv,5,Hapoel Beer Sheva,5,1:0,0
2019,34,01/07/2020 ,Hapoel Haifa,6,Maccabi Haifa,6,1:4,0
2019,34,01/07/2020 ,Maccabi Tel Aviv,1,Beitar Jerusalem,1,1:0,0
2019,35,04/07/2020 ,Beitar Jerusalem,3,Hapoel Tel Aviv,3,3:0,0
2019,35,04/07/2020 ,Hapoel Beer Sheva,4,Hapoel Haifa,4,3:1,0
2019,35,04/07/2020 ,Maccabi Haifa,2,Maccabi Tel Aviv,2,0:1,0
2019,36,07/07/2020 ,Hapoel Tel Aviv,5,Hapoel Haifa,5,0:3,0
2019,36,07/07/2020 ,Hapoel Beer Sheva,4,Maccabi Tel Aviv,4,2:0,0
2019,36,07/07/2020 ,Beitar Jerusalem,3,Maccabi Haifa,3,2:2,0
2019,27,01/06/2020 ,Bnei Yehuda Tel Aviv,1,Hapoel Kfar Saba,1,0:0,0
2019,27,02/06/2020 ,FC Ashdod,2,Hapoel Raanana,2,3:2,0
2019,27,02/06/2020 ,Maccabi Netanya,4,Ironi Kiryat Shmona,4,3:1,0
2019,27,03/06/2020 ,Hapoel Hadera,3,Sekzia Ness Ziona,3,2:2,0
2019,28,06/06/2020 ,Ironi Kiryat Shmona,6,FC Ashdod,6,3:0,0
2019,28,06/06/2020 ,Bnei Yehuda Tel Aviv,1,Hapoel Hadera,1,5:0,0
2019,28,06/06/2020 ,Hapoel Kfar Saba,5,Hapoel Raanana,5,2:0,0
2019,28,07/06/2020 ,Sekzia Ness Ziona,7,Maccabi Netanya,7,1:0,0
2019,29,13/06/2020 ,Hapoel Hadera,2,Hapoel Kfar Saba,2,0:0,0
2019,29,13/06/2020 ,Hapoel Raanana,8,Ironi Kiryat Shmona,8,0:1,0
2019,29,13/06/2020 ,FC Ashdod,4,Sekzia Ness Ziona,4,2:0,0
2019,29,15/06/2020 ,Maccabi Netanya,3,Bnei Yehuda Tel Aviv,3,1:3,0
2019,30,18/06/2020 ,Sekzia Ness Ziona,7,Hapoel Raanana,7,2:1,0
2019,30,18/06/2020 ,Hapoel Hadera,2,Maccabi Netanya,2,1:2,0
2019,30,20/06/2020 ,Hapoel Kfar Saba,5,Ironi Kiryat Shmona,5,0:0,0
2019,30,21/06/2020 ,Bnei Yehuda Tel Aviv,1,FC Ashdod,1,3:3,0
2019,31,23/06/2020 ,Hapoel Raanana,8,Maccabi Netanya,8,2:4,0
2019,31,24/06/2020 ,Sekzia Ness Ziona,7,Bnei Yehuda Tel Aviv,7,0:0,0
2019,31,24/06/2020 ,FC Ashdod,4,Hapoel Kfar Saba,4,2:3,0
2019,31,24/06/2020 ,Ironi Kiryat Shmona,6,Hapoel Hadera,6,0:3,0
2019,32,27/06/2020 ,Hapoel Hadera,3,Hapoel Raanana,3,2:2,0
2019,32,28/06/2020 ,Hapoel Kfar Saba,5,Sekzia Ness Ziona,5,0:1,0
2019,32,28/06/2020 ,Bnei Yehuda Tel Aviv,1,Ironi Kiryat Shmona,1,2:0,0
2019,32,28/06/2020 ,Maccabi Netanya,2,FC Ashdod,2,2:5,0
2019,33,01/07/2020 ,Hapoel Raanana,8,Bnei Yehuda Tel Aviv,8,0:4,0
2019,33,02/07/2020 ,Maccabi Netanya,3,Hapoel Kfar Saba,3,0:1,0
2019,33,02/07/2020 ,FC Ashdod,4,Hapoel Hadera,4,3:1,0
2019,33,02/07/2020 ,Ironi Kiryat Shmona,7,Sekzia Ness Ziona,7,1:0,0
2018,27,16/03/2019 ,Maccabi Tel Aviv,1,Hapoel Hadera,1,2:0,6497
2018,27,16/03/2019 ,Maccabi Haifa,2,Bnei Yehuda Tel Aviv,2,0:2,10963
2018,27,17/03/2019 ,Maccabi Netanya,4,Hapoel Beer Sheva,4,0:1,5000
2018,28,30/03/2019 ,Hapoel Hadera,6,Hapoel Beer Sheva,6,1:4,2500
2018,28,30/03/2019 ,Bnei Yehuda Tel Aviv,5,Maccabi Netanya,5,1:1,2000
2018,28,30/03/2019 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,1:0,12280
2018,29,06/04/2019 ,Hapoel Beer Sheva,2,Bnei Yehuda Tel Aviv,2,2:1,12950
2018,29,06/04/2019 ,Maccabi Haifa,4,Hapoel Hadera,4,1:3,9620
2018,29,07/04/2019 ,Maccabi Netanya,3,Maccabi Tel Aviv,3,1:4,4950
2018,30,14/04/2019 ,Hapoel Hadera,6,Bnei Yehuda Tel Aviv,6,2:3,1000
2018,30,14/04/2019 ,Maccabi Haifa,3,Maccabi Netanya,3,2:1,11158
2018,30,15/04/2019 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,0:0,9353
2018,31,22/04/2019 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,0:1,15752
2018,31,23/04/2019 ,Maccabi Netanya,5,Hapoel Hadera,5,3:2,3900
2018,31,23/04/2019 ,Bnei Yehuda Tel Aviv,4,Maccabi Tel Aviv,4,0:2,5000
2018,32,27/04/2019 ,Hapoel Hadera,6,Maccabi Tel Aviv,6,0:1,2500
2018,32,28/04/2019 ,Hapoel Beer Sheva,3,Maccabi Netanya,3,0:2,10000
2018,32,29/04/2019 ,Bnei Yehuda Tel Aviv,5,Maccabi Haifa,5,2:2,5500
2018,33,04/05/2019 ,Hapoel Hadera,6,Maccabi Netanya,6,1:2,1800
2018,33,05/05/2019 ,Maccabi Tel Aviv,1,Bnei Yehuda Tel Aviv,1,2:3,4160
2018,33,06/05/2019 ,Maccabi Haifa,2,Hapoel Beer Sheva,2,3:1,14273
2018,34,11/05/2019 ,Maccabi Tel Aviv,1,Maccabi Netanya,1,3:0,8737
2018,34,11/05/2019 ,Bnei Yehuda Tel Aviv,5,Hapoel Beer Sheva,5,2:3,2000
2018,34,13/05/2019 ,Hapoel Hadera,6,Maccabi Haifa,6,2:0,4000
2018,35,19/05/2019 ,Hapoel Beer Sheva,4,Hapoel Hadera,4,1:0,9238
2018,35,19/05/2019 ,Maccabi Netanya,3,Bnei Yehuda Tel Aviv,3,0:2,3200
2018,35,19/05/2019 ,Maccabi Haifa,2,Maccabi Tel Aviv,2,1:1,16241
2018,36,25/05/2019 ,Bnei Yehuda Tel Aviv,5,Hapoel Hadera,5,1:2,2800
2018,36,25/05/2019 ,Hapoel Beer Sheva,2,Maccabi Tel Aviv,2,0:4,14040
2018,36,25/05/2019 ,Maccabi Netanya,4,Maccabi Haifa,4,1:2,7100
2018,27,16/03/2019 ,Hapoel Raanana,3,Ihud Bnei Sakhnin,3,2:2,300
2018,27,16/03/2019 ,Hapoel Tel Aviv,2,FC Ashdod,2,5:1,4400
2018,27,17/03/2019 ,Ironi Kiryat Shmona,4,Maccabi Petah Tikva,4,0:1,350
2018,27,17/03/2019 ,Hapoel Haifa,5,Beitar Jerusalem,5,0:0,2900
2018,28,30/03/2019 ,FC Ashdod,8,Ironi Kiryat Shmona,8,3:2,250
2018,28,31/03/2019 ,Maccabi Petah Tikva,4,Hapoel Raanana,4,1:1,388
2018,28,31/03/2019 ,Beitar Jerusalem,6,Ihud Bnei Sakhnin,6,0:0,5500
2018,28,01/04/2019 ,Hapoel Haifa,2,Hapoel Tel Aviv,2,0:0,2950
2018,29,06/04/2019 ,Ironi Kiryat Shmona,6,Hapoel Haifa,6,3:0,600
2018,29,06/04/2019 ,Ihud Bnei Sakhnin,8,Maccabi Petah Tikva,8,1:1,2300
2018,29,07/04/2019 ,Hapoel Raanana,3,FC Ashdod,3,1:2,600
2018,29,08/04/2019 ,Hapoel Tel Aviv,1,Beitar Jerusalem,1,1:2,8000
2018,30,13/04/2019 ,Hapoel Haifa,2,Hapoel Raanana,2,0:2,2340
2018,30,13/04/2019 ,Hapoel Tel Aviv,1,Ironi Kiryat Shmona,1,2:2,4500
2018,30,13/04/2019 ,FC Ashdod,7,Ihud Bnei Sakhnin,7,1:2,500
2018,30,13/04/2019 ,Beitar Jerusalem,3,Maccabi Petah Tikva,3,4:1,5000
2018,31,27/04/2019 ,Ironi Kiryat Shmona,5,Beitar Jerusalem,5,0:1,667
2018,31,27/04/2019 ,Hapoel Raanana,3,Hapoel Tel Aviv,3,2:1,1500
2018,31,27/04/2019 ,Ihud Bnei Sakhnin,8,Hapoel Haifa,8,1:2,1150
2018,31,27/04/2019 ,Maccabi Petah Tikva,6,FC Ashdod,6,0:3,700
2018,32,04/05/2019 ,Beitar Jerusalem,1,FC Ashdod,1,2:3,15000
2018,32,04/05/2019 ,Hapoel Haifa,3,Maccabi Petah Tikva,3,0:3,2430
2018,32,04/05/2019 ,Hapoel Tel Aviv,4,Ihud Bnei Sakhnin,4,3:0,4600
2018,32,04/05/2019 ,Ironi Kiryat Shmona,5,Hapoel Raanana,5,0:0,1315
2018,33,11/05/2019 ,Hapoel Raanana,3,Beitar Jerusalem,3,1:2,1200
2018,33,12/05/2019 ,Ihud Bnei Sakhnin,8,Ironi Kiryat Shmona,8,0:2,200
2018,33,12/05/2019 ,Maccabi Petah Tikva,5,Hapoel Tel Aviv,5,0:2,2500
2018,33,12/05/2019 ,FC Ashdod,7,Hapoel Haifa,7,1:0,2200
2017,27,17/03/2018 ,Beitar Jerusalem,3,Maccabi Netanya,3,2:0,10000
2017,27,18/03/2018 ,Hapoel Beer Sheva,1,Bnei Yehuda Tel Aviv,1,1:0,14362
2017,27,18/03/2018 ,Maccabi Tel Aviv,2,Hapoel Haifa,2,1:2,11234
2017,28,03/04/2018 ,Maccabi Netanya,5,Maccabi Tel Aviv,5,4:1,10500
2017,28,04/04/2018 ,Bnei Yehuda Tel Aviv,6,Hapoel Haifa,6,3:0,2200
2017,28,04/04/2018 ,Hapoel Beer Sheva,1,Beitar Jerusalem,1,3:1,15728
2017,29,08/04/2018 ,Hapoel Haifa,4,Maccabi Netanya,4,1:1,4100
2017,29,08/04/2018 ,Beitar Jerusalem,2,Bnei Yehuda Tel Aviv,2,1:1,8000
2017,29,08/04/2018 ,Maccabi Tel Aviv,3,Hapoel Beer Sheva,3,0:1,11475
2017,30,14/04/2018 ,Bnei Yehuda Tel Aviv,6,Maccabi Netanya,6,1:3,2700
2017,30,15/04/2018 ,Hapoel Beer Sheva,1,Hapoel Haifa,1,2:2,15166
2017,30,16/04/2018 ,Beitar Jerusalem,2,Maccabi Tel Aviv,2,3:2,10000
2017,31,21/04/2018 ,Maccabi Tel Aviv,4,Bnei Yehuda Tel Aviv,4,2:0,5036
2017,31,22/04/2018 ,Maccabi Netanya,5,Hapoel Beer Sheva,5,1:5,11500
2017,31,23/04/2018 ,Hapoel Haifa,3,Beitar Jerusalem,3,0:1,7500
2017,32,28/04/2018 ,Bnei Yehuda Tel Aviv,6,Hapoel Beer Sheva,6,1:1,7500
2017,32,29/04/2018 ,Hapoel Haifa,4,Maccabi Tel Aviv,4,2:2,4000
2017,32,30/04/2018 ,Maccabi Netanya,5,Beitar Jerusalem,5,4:1,10500
2017,33,05/05/2018 ,Hapoel Haifa,4,Bnei Yehuda Tel Aviv,4,2:1,4000
2017,33,05/05/2018 ,Beitar Jerusalem,2,Hapoel Beer Sheva,2,1:4,25500
2017,33,07/05/2018 ,Maccabi Tel Aviv,3,Maccabi Netanya,3,2:0,6346
2017,34,12/05/2018 ,Maccabi Netanya,5,Hapoel Haifa,5,2:1,4980
2017,34,12/05/2018 ,Bnei Yehuda Tel Aviv,6,Beitar Jerusalem,6,3:3,0
2017,34,12/05/2018 ,Hapoel Beer Sheva,1,Maccabi Tel Aviv,1,0:1,15855
2017,35,15/05/2018 ,Hapoel Haifa,4,Hapoel Beer Sheva,4,1:4,0
2017,35,15/05/2018 ,Maccabi Tel Aviv,3,Beitar Jerusalem,3,3:1,6595
2017,35,16/05/2018 ,Maccabi Netanya,5,Bnei Yehuda Tel Aviv,5,0:5,3250
2017,36,21/05/2018 ,Beitar Jerusalem,3,Hapoel Haifa,3,1:1,500
2017,36,21/05/2018 ,Bnei Yehuda Tel Aviv,6,Maccabi Tel Aviv,6,0:2,2400
2017,36,21/05/2018 ,Hapoel Beer Sheva,1,Maccabi Netanya,1,6:1,13817
2017,27,17/03/2018 ,Maccabi Haifa,4,Hapoel Acre,4,4:0,6892
2017,27,17/03/2018 ,Ironi Kiryat Shmona,1,Hapoel Ashkelon,1,1:1,400
2017,27,17/03/2018 ,Ihud Bnei Sakhnin,5,FC Ashdod,5,2:1,2500
2017,27,18/03/2018 ,Maccabi Petah Tikva,2,Hapoel Raanana,2,1:3,775
2017,28,07/04/2018 ,Maccabi Petah Tikva,2,Ironi Kiryat Shmona,2,2:0,1000
2017,28,07/04/2018 ,Hapoel Raanana,5,Hapoel Acre,5,1:1,250
2017,28,07/04/2018 ,Hapoel Ashkelon,7,Ihud Bnei Sakhnin,7,2:0,1100
2017,28,07/04/2018 ,FC Ashdod,6,Maccabi Haifa,6,2:1,1500
2017,29,14/04/2018 ,Ironi Kiryat Shmona,2,Hapoel Raanana,2,0:1,275
2017,29,14/04/2018 ,Hapoel Acre,8,FC Ashdod,8,1:1,250
2017,29,14/04/2018 ,Maccabi Haifa,4,Hapoel Ashkelon,4,2:1,7314
2017,29,15/04/2018 ,Ihud Bnei Sakhnin,3,Maccabi Petah Tikva,3,2:2,1200
2017,30,21/04/2018 ,Ironi Kiryat Shmona,3,Ihud Bnei Sakhnin,3,2:0,150
2017,30,21/04/2018 ,Maccabi Petah Tikva,1,Maccabi Haifa,1,0:1,2500
2017,30,21/04/2018 ,Hapoel Ashkelon,7,Hapoel Acre,7,0:2,2400
2017,30,23/04/2018 ,Hapoel Raanana,5,FC Ashdod,5,1:0,300
2017,31,28/04/2018 ,Hapoel Acre,8,Maccabi Petah Tikva,8,2:1,200
2017,31,28/04/2018 ,Maccabi Haifa,3,Ironi Kiryat Shmona,3,1:2,8211
2017,31,28/04/2018 ,Ihud Bnei Sakhnin,5,Hapoel Raanana,5,1:3,600
2017,31,29/04/2018 ,FC Ashdod,6,Hapoel Ashkelon,6,1:0,2300
2017,32,05/05/2018 ,Ironi Kiryat Shmona,1,Hapoel Acre,1,4:0,410
2017,32,05/05/2018 ,Ihud Bnei Sakhnin,5,Maccabi Haifa,5,1:1,600
2017,32,06/05/2018 ,Hapoel Raanana,3,Hapoel Ashkelon,3,4:0,150
2017,32,06/05/2018 ,Maccabi Petah Tikva,2,FC Ashdod,2,2:1,600
2017,33,13/05/2018 ,Maccabi Haifa,4,Hapoel Raanana,4,2:0,5098
2017,33,13/05/2018 ,Hapoel Acre,8,Ihud Bnei Sakhnin,8,1:2,0
2017,33,13/05/2018 ,FC Ashdod,6,Ironi Kiryat Shmona,6,1:2,0
2017,33,13/05/2018 ,Hapoel Ashkelon,7,Maccabi Petah Tikva,7,0:2,0
2016,27,18/03/2017 ,Maccabi Tel Aviv,2,Ihud Bnei Sakhnin,2,3:0,10500
2016,27,18/03/2017 ,Maccabi Petah Tikva,4,Beitar Jerusalem,4,0:1,4200
2016,27,19/03/2017 ,Hapoel Beer Sheva,1,Maccabi Haifa,1,4:0,14775
2016,28,01/04/2017 ,Maccabi Haifa,6,Beitar Jerusalem,6,3:2,20000
2016,28,01/04/2017 ,Hapoel Beer Sheva,1,Maccabi Tel Aviv,1,1:0,15500
2016,28,02/04/2017 ,Ihud Bnei Sakhnin,5,Maccabi Petah Tikva,5,1:0,300
2016,29,08/04/2017 ,Beitar Jerusalem,4,Ihud Bnei Sakhnin,4,3:0,5000
2016,29,09/04/2017 ,Maccabi Petah Tikva,3,Hapoel Beer Sheva,3,1:2,9500
2016,29,09/04/2017 ,Maccabi Tel Aviv,2,Maccabi Haifa,2,3:0,11769
2016,30,15/04/2017 ,Maccabi Haifa,6,Ihud Bnei Sakhnin,6,0:1,14973
2016,30,15/04/2017 ,Maccabi Tel Aviv,2,Maccabi Petah Tikva,2,2:0,10275
2016,30,17/04/2017 ,Hapoel Beer Sheva,1,Beitar Jerusalem,1,2:0,14750
2016,31,22/04/2017 ,Maccabi Petah Tikva,3,Maccabi Haifa,3,0:1,3000
2016,31,22/04/2017 ,Ihud Bnei Sakhnin,5,Hapoel Beer Sheva,5,1:3,4000
2016,31,22/04/2017 ,Beitar Jerusalem,4,Maccabi Tel Aviv,4,1:1,7000
2016,32,25/04/2017 ,Ihud Bnei Sakhnin,5,Maccabi Tel Aviv,5,1:3,1700
2016,32,25/04/2017 ,Maccabi Haifa,6,Hapoel Beer Sheva,6,0:1,19723
2016,32,26/04/2017 ,Beitar Jerusalem,4,Maccabi Petah Tikva,4,2:1,6500
2016,33,29/04/2017 ,Maccabi Petah Tikva,4,Ihud Bnei Sakhnin,4,1:0,2000
2016,33,29/04/2017 ,Beitar Jerusalem,3,Maccabi Haifa,3,2:0,6500
2016,33,29/04/2017 ,Maccabi Tel Aviv,2,Hapoel Beer Sheva,2,1:2,12206
2016,34,06/05/2017 ,Ihud Bnei Sakhnin,5,Beitar Jerusalem,5,1:5,700
2016,34,07/05/2017 ,Maccabi Haifa,6,Maccabi Tel Aviv,6,0:2,12000
2016,34,08/05/2017 ,Hapoel Beer Sheva,1,Maccabi Petah Tikva,1,1:1,15125
2016,35,13/05/2017 ,Ihud Bnei Sakhnin,5,Maccabi Haifa,5,1:0,1000
2016,35,14/05/2017 ,Maccabi Petah Tikva,4,Maccabi Tel Aviv,4,2:1,3000
2016,35,15/05/2017 ,Beitar Jerusalem,3,Hapoel Beer Sheva,3,1:1,5700
2016,36,20/05/2017 ,Hapoel Beer Sheva,1,Ihud Bnei Sakhnin,1,2:0,10180
2016,36,20/05/2017 ,Maccabi Haifa,6,Maccabi Petah Tikva,6,0:0,4280
2016,36,20/05/2017 ,Maccabi Tel Aviv,2,Beitar Jerusalem,2,0:2,7170
2016,27,18/03/2017 ,Ironi Kiryat Shmona,1,Hapoel Tel Aviv,1,2:3,2000
2016,27,18/03/2017 ,Hapoel Haifa,2,Hapoel Ashkelon,2,1:4,1700
2016,27,19/03/2017 ,Hapoel Raanana,4,Bnei Yehuda Tel Aviv,4,0:2,700
2016,27,20/03/2017 ,FC Ashdod,3,Hapoel Kfar Saba,3,0:0,1350
2016,28,01/04/2017 ,Hapoel Tel Aviv,8,Bnei Yehuda Tel Aviv,8,2:0,10000
2016,28,01/04/2017 ,Ironi Kiryat Shmona,1,Hapoel Haifa,1,0:2,700
2016,28,02/04/2017 ,Hapoel Kfar Saba,6,Hapoel Raanana,6,0:2,1100
2016,28,03/04/2017 ,Hapoel Ashkelon,7,FC Ashdod,7,0:0,2500
2016,29,08/04/2017 ,Hapoel Haifa,2,Hapoel Tel Aviv,2,3:3,6700
2016,29,08/04/2017 ,Hapoel Raanana,3,Hapoel Ashkelon,3,0:2,700
2016,29,08/04/2017 ,Bnei Yehuda Tel Aviv,5,Hapoel Kfar Saba,5,1:0,2300
2016,29,09/04/2017 ,FC Ashdod,4,Ironi Kiryat Shmona,4,1:1,720
2016,30,22/04/2017 ,Hapoel Ashkelon,6,Bnei Yehuda Tel Aviv,6,1:0,1800
2016,30,22/04/2017 ,Hapoel Haifa,2,FC Ashdod,2,1:1,2200
2016,30,22/04/2017 ,Ironi Kiryat Shmona,1,Hapoel Raanana,1,2:3,400
2016,30,24/04/2017 ,Hapoel Tel Aviv,7,Hapoel Kfar Saba,7,2:0,10000
2016,31,27/04/2017 ,Hapoel Raanana,2,Hapoel Haifa,2,0:2,500
2016,31,27/04/2017 ,Bnei Yehuda Tel Aviv,5,Ironi Kiryat Shmona,5,0:2,1500
2016,31,29/04/2017 ,FC Ashdod,4,Hapoel Tel Aviv,4,2:0,4500
2016,31,29/04/2017 ,Hapoel Kfar Saba,8,Hapoel Ashkelon,8,1:0,1500
2016,32,06/05/2017 ,Hapoel Tel Aviv,7,Hapoel Ashkelon,7,0:0,10500
2016,32,06/05/2017 ,Ironi Kiryat Shmona,1,Hapoel Kfar Saba,1,1:4,200
2016,32,06/05/2017 ,FC Ashdod,3,Hapoel Raanana,3,2:2,250
2016,32,06/05/2017 ,Hapoel Haifa,2,Bnei Yehuda Tel Aviv,2,1:1,1900
2016,33,13/05/2017 ,Hapoel Raanana,4,Hapoel Tel Aviv,4,1:1,6500
2016,33,13/05/2017 ,Bnei Yehuda Tel Aviv,5,FC Ashdod,5,2:1,300
2016,33,13/05/2017 ,Hapoel Ashkelon,6,Ironi Kiryat Shmona,6,2:1,5000
2016,33,13/05/2017 ,Hapoel Kfar Saba,8,Hapoel Haifa,8,1:0,2300
2015,27,12/03/2016 ,Maccabi Tel Aviv,2,Ihud Bnei Sakhnin,2,1:0,11760
2015,27,12/03/2016 ,Hapoel Beer Sheva,1,Hapoel Raanana,1,0:0,15000
2015,27,14/03/2016 ,Beitar Jerusalem,3,Maccabi Haifa,3,3:2,18000
2015,28,19/03/2016 ,Ihud Bnei Sakhnin,6,Beitar Jerusalem,6,2:0,7500
2015,28,20/03/2016 ,Hapoel Raanana,5,Maccabi Haifa,5,3:0,2500
2015,28,20/03/2016 ,Hapoel Beer Sheva,1,Maccabi Tel Aviv,1,1:1,15500
2015,29,02/04/2016 ,Maccabi Haifa,6,Ihud Bnei Sakhnin,6,3:3,17900
2015,29,03/04/2016 ,Maccabi Tel Aviv,2,Hapoel Raanana,2,3:0,11982
2015,29,04/04/2016 ,Beitar Jerusalem,3,Hapoel Beer Sheva,3,0:2,14000
2015,30,09/04/2016 ,Hapoel Raanana,5,Ihud Bnei Sakhnin,5,2:3,2900
2015,30,09/04/2016 ,Hapoel Beer Sheva,1,Maccabi Haifa,1,1:1,16126
2015,30,11/04/2016 ,Maccabi Tel Aviv,2,Beitar Jerusalem,2,3:2,13854
2015,31,16/04/2016 ,Ihud Bnei Sakhnin,4,Hapoel Beer Sheva,4,1:4,4400
2015,31,17/04/2016 ,Maccabi Haifa,5,Maccabi Tel Aviv,5,0:0,21870
2015,31,18/04/2016 ,Beitar Jerusalem,3,Hapoel Raanana,3,1:0,13200
2015,32,24/04/2016 ,Maccabi Haifa,5,Beitar Jerusalem,5,1:0,16900
2015,32,25/04/2016 ,Hapoel Raanana,6,Hapoel Beer Sheva,6,1:4,5500
2015,32,25/04/2016 ,Ihud Bnei Sakhnin,4,Maccabi Tel Aviv,4,0:0,7200
2015,33,30/04/2016 ,Maccabi Haifa,5,Hapoel Raanana,5,2:0,13600
2015,33,01/05/2016 ,Beitar Jerusalem,3,Ihud Bnei Sakhnin,3,0:3,11200
2015,33,02/05/2016 ,Maccabi Tel Aviv,2,Hapoel Beer Sheva,2,0:0,11124
2015,34,07/05/2016 ,Ihud Bnei Sakhnin,4,Maccabi Haifa,4,0:1,4100
2015,34,09/05/2016 ,Hapoel Raanana,6,Maccabi Tel Aviv,6,1:1,4600
2015,34,09/05/2016 ,Hapoel Beer Sheva,1,Beitar Jerusalem,1,2:0,15000
2015,35,14/05/2016 ,Ihud Bnei Sakhnin,5,Hapoel Raanana,5,1:1,1900
2015,35,14/05/2016 ,Maccabi Haifa,4,Hapoel Beer Sheva,4,2:1,22700
2015,35,14/05/2016 ,Beitar Jerusalem,3,Maccabi Tel Aviv,3,0:2,18400
2015,36,21/05/2016 ,Hapoel Raanana,6,Beitar Jerusalem,6,1:2,4400
2015,36,21/05/2016 ,Maccabi Tel Aviv,2,Maccabi Haifa,2,6:0,13181
2015,36,21/05/2016 ,Hapoel Beer Sheva,1,Ihud Bnei Sakhnin,1,3:1,16126
2015,27,19/03/2016 ,Maccabi Petah Tikva,1,Hapoel Haifa,1,2:1,3200
2015,27,19/03/2016 ,Bnei Yehuda Tel Aviv,2,Ironi Kiryat Shmona,2,1:0,2000
2015,27,19/03/2016 ,Hapoel Kfar Saba,4,Hapoel Tel Aviv,4,0:3,3800
2015,27,20/03/2016 ,Hapoel Acre,7,Maccabi Netanya,7,4:1,1000
2015,28,02/04/2016 ,Bnei Yehuda Tel Aviv,1,Maccabi Petah Tikva,1,1:2,1900
2015,28,02/04/2016 ,Ironi Kiryat Shmona,6,Maccabi Netanya,6,2:0,2200
2015,28,02/04/2016 ,Hapoel Tel Aviv,4,Hapoel Acre,4,1:0,5900
2015,28,03/04/2016 ,Hapoel Haifa,7,Hapoel Kfar Saba,7,0:0,5100
2015,29,09/04/2016 ,Hapoel Kfar Saba,6,Bnei Yehuda Tel Aviv,6,0:1,1000
2015,29,09/04/2016 ,Hapoel Acre,4,Hapoel Haifa,4,2:3,900
2015,29,10/04/2016 ,Maccabi Petah Tikva,1,Ironi Kiryat Shmona,1,2:0,3100
2015,29,10/04/2016 ,Maccabi Netanya,8,Hapoel Tel Aviv,8,0:1,5600
2015,30,16/04/2016 ,Ironi Kiryat Shmona,5,Hapoel Tel Aviv,5,1:1,2700
2015,30,16/04/2016 ,Maccabi Petah Tikva,1,Hapoel Kfar Saba,1,0:1,3100
2015,30,16/04/2016 ,Hapoel Haifa,7,Maccabi Netanya,7,2:1,4200
2015,30,17/04/2016 ,Bnei Yehuda Tel Aviv,2,Hapoel Acre,2,3:1,2600
2015,31,30/04/2016 ,Hapoel Kfar Saba,4,Ironi Kiryat Shmona,4,2:1,2200
2015,31,30/04/2016 ,Hapoel Acre,7,Maccabi Petah Tikva,7,1:3,2600
2015,31,30/04/2016 ,Hapoel Tel Aviv,3,Hapoel Haifa,3,3:3,5500
2015,31,01/05/2016 ,Maccabi Netanya,8,Bnei Yehuda Tel Aviv,8,0:1,3800
2015,32,07/05/2016 ,Bnei Yehuda Tel Aviv,1,Hapoel Tel Aviv,1,2:4,5700
2015,32,07/05/2016 ,Ironi Kiryat Shmona,6,Hapoel Haifa,6,2:1,2900
2015,32,07/05/2016 ,Hapoel Kfar Saba,4,Hapoel Acre,4,0:0,1900
2015,32,08/05/2016 ,Maccabi Petah Tikva,2,Maccabi Netanya,2,2:1,4100
2015,33,14/05/2016 ,Maccabi Netanya,8,Hapoel Kfar Saba,8,1:1,4900
2015,33,15/05/2016 ,Hapoel Tel Aviv,3,Maccabi Petah Tikva,3,0:0,5500
2015,33,16/05/2016 ,Hapoel Acre,7,Ironi Kiryat Shmona,7,1:1,2400
2015,33,16/05/2016 ,Hapoel Haifa,6,Bnei Yehuda Tel Aviv,6,1:1,4600
2014,27,21/03/2015 ,Hapoel Beer Sheva,3,Maccabi Petah Tikva,3,3:0,6000
